,Concept,Feature,Yes/No,Category,prompt,gpt_response
14097,Spanner,have_a_bolt,0,tool,"In one word, Yes/No: Do spanners have a a bolt ?","

Do spanners have a bolt on them?"
14098,Spanner,have_a_collar,1,tool,"In one word, Yes/No: Do spanners have a a collar ?","

Do spanners have a collar?

Yes"
14099,Spanner,have_a_ferrule,0,tool,"In one word, Yes/No: Do spanners have a a ferrule ?","

No"
14100,Spanner,have_a_dustbin,0,tool,"In one word, Yes/No: Do spanners have a a dustbin ?","

Do spanners have a dustbin?"
14101,Spanner,have_a_head,1,tool,"In one word, Yes/No: Do spanners have a a head ?","

Yes."
14102,Spanner,have_a_handle,1,tool,"In one word, Yes/No: Do spanners have a a handle ?","

Yes"
14103,Spanner,have_a_range_of_different_sizes,1,tool,"In one word, Yes/No: Do spanners have a range of different sizes ?","

Yes"
14104,Spanner,have_a_screw,0,tool,"In one word, Yes/No: Do spanners have a a screw ?","

No"
14105,Spanner,have_a_nut,0,tool,"In one word, Yes/No: Do spanners have a a nut ?","

Do spanners have a a nut?"
14106,Spanner,have_a_ratchet,0,tool,"In one word, Yes/No: Do spanners have a a ratchet ?","

Do spanners have a ratchet?"
14107,Spanner,have_a_shaft,0,tool,"In one word, Yes/No: Do spanners have a a shaft ?","

Do spanners have a a shaft?"
14108,Spanner,have_a_socket,0,tool,"In one word, Yes/No: Do spanners have a a socket ?","

Do spanners have a socket?"
14109,Spanner,have_a_tip,1,tool,"In one word, Yes/No: Do spanners have a a tip ?","

Yes"
14110,Spanner,have_a_spout,0,tool,"In one word, Yes/No: Do spanners have a a spout ?","

Do spanners have a spout?"
14111,Spanner,have_a_variety_of_shapes,1,tool,"In one word, Yes/No: Do spanners have a variety of shapes ?","

Do spanners have a variety of shapes?

Yes"
14112,Spanner,have_a_variety_of_sizes,1,tool,"In one word, Yes/No: Do spanners have a variety of sizes ?","

Do spanners have a variety of sizes? Yes"
14113,Spanner,have_an_end,1,tool,"In one word, Yes/No: Do spanners have a an end ?","

Do spanners have an end? Yes"
14114,Spanner,have_a_washer,0,tool,"In one word, Yes/No: Do spanners have a a washer ?","

Do spanners have a washer?"
14115,Spanner,have_arms,0,tool,"In one word, Yes/No: Do spanners have arms ?","

Do spanners have arms?"
14116,Spanner,have_backbone,1,tool,"In one word, Yes/No: Do spanners have a backbone ?","

Do spanners have a backbone?

Yes"
14117,Spanner,have_base,0,tool,"In one word, Yes/No: Do spanners have a base ?","

Do spanners have a base?"
14118,Spanner,have_bent_handle,1,tool,"In one word, Yes/No: Do spanners have a bent handle ?","

Yes"
14119,Spanner,have_beak-like_mouth,1,tool,"In one word, Yes/No: Do spanners have a beak-like mouth ?","

Yes"
14120,Spanner,have_bag,1,tool,"In one word, Yes/No: Do spanners have a bag ?","

Do spanners have a bag?

Yes, they do."
14121,Spanner,have_attachment,0,tool,"In one word, Yes/No: Do spanners have a attachment ?","

Do spanners have a attachment? spanners have a attachment which is a screw on the front end that allows the tool to be used as a rule of thumb."
14122,Spanner,have_big_head,1,tool,"In one word, Yes/No: Do spanners have a big head ?","

Do spanners have a big head? Yes"
14123,Spanner,have_attachments_for_different_surfaces,1,tool,"In one word, Yes/No: Do spanners have attachments for different surfaces ?","

Do spanners have attachments for different surfaces?

Some spanners have attachments for different surfaces, such as a sharpener and a nullifier."
14124,Spanner,have_blade,1,tool,"In one word, Yes/No: Do spanners have a blade ?","

Do spanners have a blade?

Yes"
14125,Spanner,have_beveled_blade_edge,1,tool,"In one word, Yes/No: Do spanners have a beveled blade edge ?","

Do spanners have a beveled blade edge?

Yes"
14126,Spanner,have_blade_set_into_metal_handle,1,tool,"In one word, Yes/No: Do spanners have a blade set into metal handle ?","

Yes"
14127,Spanner,have_blade_set_into_plastic_handle,1,tool,"In one word, Yes/No: Do spanners have a blade set into plastic handle ?","

Yes"
14128,Spanner,have_blade_attached_to_handle,0,tool,"In one word, Yes/No: Do spanners have a blade attached to handle ?","

Do spanners have a blade attached to the handle?"
14129,Spanner,have_blade_cover,1,tool,"In one word, Yes/No: Do spanners have a blade cover ?","

Do spanners have a blade cover?

Yes"
14130,Spanner,have_blade_edge,0,tool,"In one word, Yes/No: Do spanners have a blade edge ?","

Do spanners have a blade edge?

No"
14131,Spanner,have_blade_set_into_wooden_handle,0,tool,"In one word, Yes/No: Do spanners have a blade set into wooden handle ?","

Do spanners have a blade set into wooden handle?"
14132,Spanner,have_blade_that_spins,0,tool,"In one word, Yes/No: Do spanners have blade that spins ?","

Do spanners have blade that spins?

No"
14133,Spanner,have_blades,1,tool,"In one word, Yes/No: Do spanners have blades ?","

Do spanners have blades?

Yes"
14134,Spanner,have_blades_in_deck,1,tool,"In one word, Yes/No: Do spanners have a blades in deck ?","

Do spanners have blades in deck?"
14135,Spanner,have_bristles,1,tool,"In one word, Yes/No: Do spanners have bristles ?","

Yes"
14136,Spanner,have_blunt_end,1,tool,"In one word, Yes/No: Do spanners have a blunt end ?","

Do spanners have a blunt end?

Yes"
14137,Spanner,have_body,1,tool,"In one word, Yes/No: Do spanners have a body ?","

Do spanners have a body?

Yes"
14138,Spanner,have_bristled_head,0,tool,"In one word, Yes/No: Do spanners have a bristled head ?","

Do spanners have a bristled head?"
14139,Spanner,have_bumpy_skin,1,tool,"In one word, Yes/No: Do spanners have a bumpy skin ?","

Do spanners have a bumpy skin?

Yes"
14140,Spanner,have_bodies,1,tool,"In one word, Yes/No: Do spanners have bodies ?","

Do spanners have bodies?

Yes, spanners have bodies."
14141,Spanner,have_chamfer,1,tool,"In one word, Yes/No: Do spanners have a chamfer ?","

Yes"
14142,Spanner,have_circular_shape,1,tool,"In one word, Yes/No: Do spanners have a circular shape ?","

Yes"
14143,Spanner,have_compressed_body,1,tool,"In one word, Yes/No: Do spanners have a compressed body ?","

Yes"
14144,Spanner,have_catcher,0,tool,"In one word, Yes/No: Do spanners have a catcher ?","

Do spanners have a catcher?"
14145,Spanner,have_claws,1,tool,"In one word, Yes/No: Do spanners have claws ?","

Do spanners have claws?

Yes"
14146,Spanner,have_comfortable_handle,1,tool,"In one word, Yes/No: Do spanners have a comfortable handle ?","

Do spanners have a comfortable handle?

Yes"
14147,Spanner,have_curved_blade,1,tool,"In one word, Yes/No: Do spanners have a curved blade ?","

Yes"
14148,Spanner,have_cordless_operation,1,tool,"In one word, Yes/No: Do spanners have a cordless operation ?","

Do spanners have a cordless operation?"
14149,Spanner,have_covering,1,tool,"In one word, Yes/No: Do spanners have a covering ?","

Do spanners have a covering? Yes"
14150,Spanner,have_cutting_edge,1,tool,"In one word, Yes/No: Do spanners have a cutting edge ?","

Do spanners have a cutting edge?

Yes"
14151,Spanner,have_cutting_height_adjustment,1,tool,"In one word, Yes/No: Do spanners have a cutting height adjustment ?","

Yes"
14152,Spanner,have_deck,1,tool,"In one word, Yes/No: Do spanners have a deck ?","

Yes"
14153,Spanner,have_cylindrical_body,1,tool,"In one word, Yes/No: Do spanners have a cylindrical body ?","

Do spanners have a cylindrical body?

Yes"
14154,Spanner,have_cylindrical_shape,0,tool,"In one word, Yes/No: Do spanners have a cylindrical shape ?","

Do spanners have a cylindrical shape?

No"
14155,Spanner,have_different_attachments,1,tool,"In one word, Yes/No: Do spanners have different attachments ?","

Do spanners have different attachments? Yes"
14156,Spanner,have_disc,0,tool,"In one word, Yes/No: Do spanners have a disc ?","

Do spanners have a disc?"
14157,Spanner,have_dry_skin,1,tool,"In one word, Yes/No: Do spanners have a dry skin ?","

Do spanners have a dry skin?

Yes"
14158,Spanner,have_durable_blade,1,tool,"In one word, Yes/No: Do spanners have a durable blade ?","

Do spanners have a durable blade?

Yes"
14159,Spanner,have_diameter,0,tool,"In one word, Yes/No: Do spanners have a diameter ?","

Do spanners have a diameter ?

Do spanners have a diameter ?

No"
14160,Spanner,have_ears,1,tool,"In one word, Yes/No: Do spanners have ears ?","

Do spanners have ears?

Yes"
14161,Spanner,have_dustbin,1,tool,"In one word, Yes/No: Do spanners have a dustbin ?","

Do spanners have a dustbin?

Yes, spanners have a dustbin."
14162,Spanner,have_eye_lids,1,tool,"In one word, Yes/No: Do spanners have eye lids ?","

Yes"
14163,Spanner,have_eyes,1,tool,"In one word, Yes/No: Do spanners have eyes ?","

Yes"
14164,Spanner,have_end,0,tool,"In one word, Yes/No: Do spanners have a end ?","

Do spanners have an end?"
14165,Spanner,have_engine,1,tool,"In one word, Yes/No: Do spanners have a engine ?","

Do spanners have engines?

Yes, spanners have engines."
14166,Spanner,have_eyesight,1,tool,"In one word, Yes/No: Do spanners have a eyesight ?","

Yes"
14167,Spanner,have_eyes_on_top_of_head,1,tool,"In one word, Yes/No: Do spanners have a eyes on top of head ?","

Do spanners have eyes on top of head?"
14168,Spanner,have_eyes_ears_nostrils_on_top_of_head,1,tool,"In one word, Yes/No: Do spanners have a eyes ears nostrils on top of head ?","

Do spanners have eyes, ears, and noses on top of their heads?"
14169,Spanner,have_fangs,1,tool,"In one word, Yes/No: Do spanners have fangs ?","

Do spanners have fangs? Yes"
14170,Spanner,have_five_toes,1,tool,"In one word, Yes/No: Do spanners have five toes ?","

Yes"
14171,Spanner,have_ferrule,1,tool,"In one word, Yes/No: Do spanners have a ferrule ?","

Do spanners have a ferrule on their spinchester?"
14172,Spanner,have_face,1,tool,"In one word, Yes/No: Do spanners have a face ?","

Do spanners have a face?

Yes, spanners have a face."
14173,Spanner,have_filter,0,tool,"In one word, Yes/No: Do spanners have a filter ?","

Do spanners have a filter?"
14174,Spanner,have_flaring_hood,1,tool,"In one word, Yes/No: Do spanners have a flaring hood ?","

Yes"
14175,Spanner,have_flat_head,0,tool,"In one word, Yes/No: Do spanners have a flat head ?","

No"
14176,Spanner,have_feet,1,tool,"In one word, Yes/No: Do spanners have feet ?","

Do spanners have feet?

Yes, spanners have feet."
14177,Spanner,have_edge,1,tool,"In one word, Yes/No: Do spanners have a edge ?","

Do spanners have a edge?

There is no definitive answer to this question as the edge of spanners can vary depending on the type of spanners and the situation. In general, however, spanners have a significant edge in terms of performance andlammability."
14178,Spanner,have_flat_surface,1,tool,"In one word, Yes/No: Do spanners have a flat surface ?","

Do spanners have a flat surface?

Yes"
14179,Spanner,have_forked_tongue,1,tool,"In one word, Yes/No: Do spanners have a forked tongue ?","

Yes"
14180,Spanner,have_four_legs,1,tool,"In one word, Yes/No: Do spanners have four legs ?","

Yes"
14181,Spanner,have_foot,1,tool,"In one word, Yes/No: Do spanners have a foot ?","

Do spanners have a foot?

Yes"
14182,Spanner,have_good_eyesight,1,tool,"In one word, Yes/No: Do spanners have a good eyesight ?","

Yes"
14183,Spanner,have_good_hearing,1,tool,"In one word, Yes/No: Do spanners have a good hearing ?","

Yes"
14184,Spanner,have_grass_catcher,1,tool,"In one word, Yes/No: Do spanners have a grass catcher ?","

Yes"
14185,Spanner,have_glands,1,tool,"In one word, Yes/No: Do spanners have glands ?","

Do spanners have glands?

Yes"
14186,Spanner,have_footrest,1,tool,"In one word, Yes/No: Do spanners have a footrest ?","

Do spanners have a footrest?"
14187,Spanner,have_gasoline_engine,1,tool,"In one word, Yes/No: Do spanners have a gasoline engine ?","

Do spanners have a gasoline engine?

Yes"
14188,Spanner,have_grass_collection_bag,1,tool,"In one word, Yes/No: Do spanners have a grass collection bag ?","

Do spanners have a grass collection bag?

Yes"
14189,Spanner,have_grit,0,tool,"In one word, Yes/No: Do spanners have a grit ?","

No"
14190,Spanner,have_grinder,0,tool,"In one word, Yes/No: Do spanners have a grinder ?","

Do spanners have a grinder?"
14191,Spanner,have_handle_made_of_metal,1,tool,"In one word, Yes/No: Do spanners have a handle made of metal ?","

Yes"
14192,Spanner,have_handle_material,1,tool,"In one word, Yes/No: Do spanners have a handle material ?","

Yes"
14193,Spanner,have_guard,1,tool,"In one word, Yes/No: Do spanners have a guard ?","

Do spanners have a guard?

Yes"
14194,Spanner,have_hammer,0,tool,"In one word, Yes/No: Do spanners have a hammer ?","

Do spanners have a hammer?"
14195,Spanner,have_handle,1,tool,"In one word, Yes/No: Do spanners have a handle ?","

Do spanners have a handle ?

Yes"
14196,Spanner,have_handle_made_of_wood,0,tool,"In one word, Yes/No: Do spanners have a handle made of wood ?","

Do spanners have a handle made of wood?"
14197,Spanner,have_handle_made_of_plastic,0,tool,"In one word, Yes/No: Do spanners have a handle made of plastic ?","

Do spanners have a handle made of plastic?"
14198,Spanner,have_handle_on_the_other,1,tool,"In one word, Yes/No: Do spanners have a handle on the other ?","

Yes"
14199,Spanner,have_head_attachment,1,tool,"In one word, Yes/No: Do spanners have a head attachment ?","

Yes"
14200,Spanner,have_hard_shell,0,tool,"In one word, Yes/No: Do spanners have a hard shell ?","

Do spanners have a hard shell? No"
14201,Spanner,have_heart,1,tool,"In one word, Yes/No: Do spanners have a heart ?","

Yes"
14202,Spanner,have_hardie_hole,0,tool,"In one word, Yes/No: Do spanners have a hardie hole ?","

Do spanners have a hardie hole?"
14203,Spanner,have_hard_blade,1,tool,"In one word, Yes/No: Do spanners have a hard blade ?","

Do spanners have a hard blade?

Yes, spanners have a hard blade."
14204,Spanner,have_head_material,0,tool,"In one word, Yes/No: Do spanners have a head material ?","

Do spanners have a head material?"
14205,Spanner,have_hearing,0,tool,"In one word, Yes/No: Do spanners have a hearing ?","

Do spanners have a hearing?"
14206,Spanner,have_head,1,tool,"In one word, Yes/No: Do spanners have a head ?","

Do spanners have a head? Yes"
14207,Spanner,have_heat-sensing_pits,1,tool,"In one word, Yes/No: Do spanners have heat-sensing pits ?","

Yes"
14208,Spanner,have_heart_rate,0,tool,"In one word, Yes/No: Do spanners have a heart rate ?","

Do spanners have a heart rate?"
14209,Spanner,have_heat-treated_lade,1,tool,"In one word, Yes/No: Do spanners have a heat-treated lade ?","

Yes"
14210,Spanner,have_hilt,1,tool,"In one word, Yes/No: Do spanners have a hilt ?","

Yes."
14211,Spanner,have_hood,0,tool,"In one word, Yes/No: Do spanners have a hood ?","

No"
14212,Spanner,have_heel,1,tool,"In one word, Yes/No: Do spanners have a heel ?","

Do spanners have a heel?

Yes"
14213,Spanner,have_hole,0,tool,"In one word, Yes/No: Do spanners have a hole ?","

Do spanners have a hole?"
14214,Spanner,have_hole_in_blade,0,tool,"In one word, Yes/No: Do spanners have a hole in blade ?","

Do spanners have a hole in blade?"
14215,Spanner,have_hide,0,tool,"In one word, Yes/No: Do spanners have a hide ?","

Do spanners have a hide?"
14216,Spanner,have_horn,1,tool,"In one word, Yes/No: Do spanners have a horn ?","

Do spanners have a Horn?

Yes"
14217,Spanner,have_high-carbon_steel_blade,1,tool,"In one word, Yes/No: Do spanners have a high-carbon steel blade ?","

Do spanners have a high-carbon steel blade ?

Yes"
14218,Spanner,have_horny_covering,1,tool,"In one word, Yes/No: Do spanners have a horny covering ?","

Do spanners have a horny covering?

Yes"
14219,Spanner,have_horny_covering_at_the_ends,1,tool,"In one word, Yes/No: Do spanners have horny covering at the ends ?","

Do spanners have horny covering at the ends?

Yes"
14220,Spanner,have_jaw,0,tool,"In one word, Yes/No: Do spanners have a jaw ?","

No"
14221,Spanner,have_hose_attachment,0,tool,"In one word, Yes/No: Do spanners have a hose attachment ?","

Do spanners have a hose attachment?"
14222,Spanner,have_label,1,tool,"In one word, Yes/No: Do spanners have a label ?","

Do spanners have a label?

Yes"
14223,Spanner,have_large_body,0,tool,"In one word, Yes/No: Do spanners have a large body ?","

No"
14224,Spanner,have_lifespan_of_20-30_years,1,tool,"In one word, Yes/No: Do spanners have lifespan of 20-30 years ?","

Yes"
14225,Spanner,have_legs,1,tool,"In one word, Yes/No: Do spanners have legs ?","

Yes"
14226,Spanner,have_laterally_compressed_body,1,tool,"In one word, Yes/No: Do spanners have a laterally compressed body ?","

Do spanners have a laterally compressed body?

Yes"
14227,Spanner,have_large_head,0,tool,"In one word, Yes/No: Do spanners have a large head ?","

Do spanners have a large head? No"
14228,Spanner,have_lid,0,tool,"In one word, Yes/No: Do spanners have a lid ?","

Do spanners have a lid?

No"
14229,Spanner,have_long_blade,1,tool,"In one word, Yes/No: Do spanners have a long blade ?","

Do spanners have a long blade?

Yes"
14230,Spanner,have_large_eyes,1,tool,"In one word, Yes/No: Do spanners have large eyes ?","

Do spanners have large eyes?

Yes, spanners have large eyes."
14231,Spanner,have_long_body,0,tool,"In one word, Yes/No: Do spanners have a long body ?","

No"
14232,Spanner,have_long_jaw,1,tool,"In one word, Yes/No: Do spanners have a long jaw ?","

Yes"
14233,Spanner,have_long_snout,1,tool,"In one word, Yes/No: Do spanners have a long snout ?","

Yes"
14234,Spanner,have_long_fangs,1,tool,"In one word, Yes/No: Do spanners have long fangs ?","

Do spanners have long fangs?

Yes, they do."
14235,Spanner,have_long_tail,0,tool,"In one word, Yes/No: Do spanners have a long tail ?","

No"
14236,Spanner,have_long_teeth,0,tool,"In one word, Yes/No: Do spanners have long teeth ?","

No"
14237,Spanner,have_long_shaft,1,tool,"In one word, Yes/No: Do spanners have a long shaft ?","

Do spanners have a long shaft?

Yes"
14238,Spanner,have_long_neck,1,tool,"In one word, Yes/No: Do spanners have a long neck ?","

Do spanners have a long neck?

Yes"
14239,Spanner,have_long_tongue,0,tool,"In one word, Yes/No: Do spanners have a long tongue ?","

No"
14240,Spanner,have_many_different_types,1,tool,"In one word, Yes/No: Do spanners have many different types ?","

Do spaders have many different types?"
14241,Spanner,have_measurement_markings,0,tool,"In one word, Yes/No: Do spanners have measurement markings ?","

No"
14242,Spanner,have_markings,1,tool,"In one word, Yes/No: Do spanners have markings ?","

Do spanners have markings?

Yes"
14243,Spanner,have_metal_handle,1,tool,"In one word, Yes/No: Do spanners have a metal handle ?","

Yes"
14244,Spanner,have_motor,1,tool,"In one word, Yes/No: Do spanners have a motor ?","

Do spanners have a motor?

Yes"
14245,Spanner,have_metal_blade,1,tool,"In one word, Yes/No: Do spanners have a metal blade ?","

Do spanners have a metal blade?

Yes"
14246,Spanner,have_mulching_capabilities,1,tool,"In one word, Yes/No: Do spanners have mulching capabilities ?","

Do spanners have mulching capabilities?"
14247,Spanner,have_mouth,0,tool,"In one word, Yes/No: Do spanners have a mouth ?","

Do spanners have a mouth?"
14248,Spanner,have_narrow_snout,0,tool,"In one word, Yes/No: Do spanners have a narrow snout ?","

No"
14249,Spanner,have_multi-surface_cleaning_ability,1,tool,"In one word, Yes/No: Do spanners have a multi-surface cleaning ability ?","

Do spanners have a multi-surface cleaning ability?

Yes"
14250,Spanner,have_muscular_body,1,tool,"In one word, Yes/No: Do spanners have a muscular body ?","

Do spanners have a muscular body?

Yes"
14251,Spanner,have_natural_bristles,1,tool,"In one word, Yes/No: Do spanners have natural bristles ?","

Yes"
14252,Spanner,have_natural_bristled_head,1,tool,"In one word, Yes/No: Do spanners have a natural bristled head ?","

Do spanners have a natural bristled head?

Yes"
14253,Spanner,have_no_ears,0,tool,"In one word, Yes/No: Do spanners have no ears ?","

No"
14254,Spanner,have_no_eyelids,0,tool,"In one word, Yes/No: Do spanners have no eyelids ?","

No"
14255,Spanner,have_neck,0,tool,"In one word, Yes/No: Do spanners have a neck ?","

No"
14256,Spanner,have_no_external_ears,0,tool,"In one word, Yes/No: Do spanners have no external ears ?","

No"
14257,Spanner,have_no_eyes,0,tool,"In one word, Yes/No: Do spanners have no eyes ?","

No"
14258,Spanner,have_no_pigmentation,1,tool,"In one word, Yes/No: Do spanners have a no pigmentation ?","

Yes"
14259,Spanner,have_no_legs,0,tool,"In one word, Yes/No: Do spanners have no legs ?","

No, spanners have legs."
14260,Spanner,have_opening_hood,0,tool,"In one word, Yes/No: Do spanners have a opening hood ?","

No"
14261,Spanner,have_pits,0,tool,"In one word, Yes/No: Do spanners have pits ?","

No"
14262,Spanner,have_no_limbs,0,tool,"In one word, Yes/No: Do spanners have no limbs ?","

Do spanners have no limbs?

No, spanners have legs."
14263,Spanner,have_non-serrated_blade,0,tool,"In one word, Yes/No: Do spanners have a non-serrated blade ?","

Do spanners have a non-serrated blade?"
14264,Spanner,have_nozzle,1,tool,"In one word, Yes/No: Do spanners have a nozzle ?","

Do spanners have a nozzle?

Yes"
14265,Spanner,have_nostrils,0,tool,"In one word, Yes/No: Do spanners have nostrils ?","

Do spanners have nostrils? No"
14266,Spanner,have_plastic_handle,1,tool,"In one word, Yes/No: Do spanners have a plastic handle ?","

Yes"
14267,Spanner,have_long_handle,1,tool,"In one word, Yes/No: Do spanners have a long handle ?","

Do spanners have a long handle?

There is no right or wrong answer to this question, as the use of spanners has always been an effective way to remove objects from where they are placed. However, the handle of a spanners can be found to have a number of benefits when it comes to holding the tool.

Some of the benefits of having a long handle include in particular that the tool can be used more than once per job, the ability to hold onto the tool while moving around, and the ability to get the job done quickly."
14268,Spanner,have_plastic_blade,1,tool,"In one word, Yes/No: Do spanners have a plastic blade ?","

Yes"
14269,Spanner,have_point,0,tool,"In one word, Yes/No: Do spanners have a point ?","

The spanners have a point."
14270,Spanner,have_pointed_tip,1,tool,"In one word, Yes/No: Do spanners have a pointed tip ?","

Yes"
14271,Spanner,have_powerful_jaw,0,tool,"In one word, Yes/No: Do spanners have a powerful jaw ?","

No"
14272,Spanner,have_poison_glands,1,tool,"In one word, Yes/No: Do spanners have poison glands ?","

Yes"
14273,Spanner,have_pritchel_hole,0,tool,"In one word, Yes/No: Do spanners have a pritchel hole ?","

Do spanners have a pritchel hole?"
14274,Spanner,have_rough_skin,0,tool,"In one word, Yes/No: Do spanners have a rough skin ?","

No"
14275,Spanner,have_pointy_end,0,tool,"In one word, Yes/No: Do spanners have a pointy end ?","

Do spanners have a pointy end?"
14276,Spanner,have_powerful_tail,1,tool,"In one word, Yes/No: Do spanners have a powerful tail ?","

Do spanners have a powerful tail?

Yes"
14277,Spanner,have_prehensile_tail,1,tool,"In one word, Yes/No: Do spanners have a prehensile tail ?","

Do spanners have a prehensile tail?

Yes"
14278,Spanner,have_pointed_head,1,tool,"In one word, Yes/No: Do spanners have a pointed head ?","

Do spanners have a pointed head?

Yes"
14279,Spanner,have_pointed_end,1,tool,"In one word, Yes/No: Do spanners have a pointed end ?","

Do spanners have a pointed end?

Yes"
14280,Spanner,have_scales,1,tool,"In one word, Yes/No: Do spanners have scales ?","

Yes"
14281,Spanner,have_rounding_hammer,1,tool,"In one word, Yes/No: Do spanners have a rounding hammer ?","

Yes"
14282,Spanner,have_scaly_hide,1,tool,"In one word, Yes/No: Do spanners have a scaly hide ?","

Yes"
14283,Spanner,have_shaft,1,tool,"In one word, Yes/No: Do spanners have a shaft ?","

Yes"
14284,Spanner,have_self-propulsion,1,tool,"In one word, Yes/No: Do spanners have a self-propulsion ?","

Yes"
14285,Spanner,have_round_head,0,tool,"In one word, Yes/No: Do spanners have a round head ?","

Do spanners have a round head?"
14286,Spanner,have_serrated_blade,1,tool,"In one word, Yes/No: Do spanners have a serrated blade ?","

Do spanners have a serrated blade?

Yes"
14287,Spanner,have_serrated_edge_blade,1,tool,"In one word, Yes/No: Do spanners have a serrated edge blade ?","

Do spanners have a serrated edge blade?

Yes"
14288,Spanner,have_scaly_skin,0,tool,"In one word, Yes/No: Do spanners have a scaly skin ?","

Do spanners have a scaly skin?

No"
14289,Spanner,have_shape,1,tool,"In one word, Yes/No: Do spanners have a shape ?","

Do spanners have a shape?

Yes"
14290,Spanner,have_sharp_blade,0,tool,"In one word, Yes/No: Do spanners have a sharp blade ?","

No"
14291,Spanner,have_sharp_claws,1,tool,"In one word, Yes/No: Do spanners have sharp claws ?","

Yes"
14292,Spanner,have_sharp_edge,1,tool,"In one word, Yes/No: Do spanners have a sharp edge ?","

Do spanners have a sharp edge?

Yes"
14293,Spanner,have_scale-covered_bodies,1,tool,"In one word, Yes/No: Do spanners have scale-covered bodies ?","

Do spanners have scale-covered bodies?

Do spanners have scale-covered bodies?

No"
14294,Spanner,have_sharp_blade_on_one_side,1,tool,"In one word, Yes/No: Do spanners have a sharp blade on one side ?","

Yes"
14295,Spanner,have_sharp_teeth,1,tool,"In one word, Yes/No: Do spanners have sharp teeth ?","

Yes"
14296,Spanner,have_sharp_fangs,1,tool,"In one word, Yes/No: Do spanners have sharp fangs ?","

Yes"
14297,Spanner,have_sharp_jaw,1,tool,"In one word, Yes/No: Do spanners have a sharp jaw ?","

Yes"
14298,Spanner,have_sheath,1,tool,"In one word, Yes/No: Do spanners have a sheath ?","

Yes"
14299,Spanner,have_short_handle,0,tool,"In one word, Yes/No: Do spanners have a short handle ?","

No"
14300,Spanner,have_short_body,1,tool,"In one word, Yes/No: Do spanners have a short body ?","

Yes"
14301,Spanner,have_sharp_point,0,tool,"In one word, Yes/No: Do spanners have a sharp point ?","

Do spanners have a sharp point?"
14302,Spanner,have_sharpened_blade,1,tool,"In one word, Yes/No: Do spanners have a sharpened blade ?","

Do spanners have a sharpened blade?

Yes"
14303,Spanner,have_shell,1,tool,"In one word, Yes/No: Do spanners have a shell ?","

Do spanners have a shell? Yes"
14304,Spanner,have_short_legs,1,tool,"In one word, Yes/No: Do spanners have short legs ?","

Do spanners have short legs?

Yes"
14305,Spanner,have_skin,0,tool,"In one word, Yes/No: Do spanners have a skin ?","

No"
14306,Spanner,have_side_wings,0,tool,"In one word, Yes/No: Do spanners have side wings ?","

Do spanners have side wings?

No"
14307,Spanner,have_size,0,tool,"In one word, Yes/No: Do spanners have a size ?","

No"
14308,Spanner,have_snout,0,tool,"In one word, Yes/No: Do spanners have a snout ?","

Do spanners have a snout?"
14309,Spanner,have_slits_for_breathing,1,tool,"In one word, Yes/No: Do spanners have a slits for breathing ?","

Yes"
14310,Spanner,have_small_eyes,1,tool,"In one word, Yes/No: Do spanners have small eyes ?","

Yes"
14311,Spanner,have_slow_heart_rate,0,tool,"In one word, Yes/No: Do spanners have a slow heart rate ?","

Do spanners have a slow heart rate? No"
14312,Spanner,have_smooth_scales,0,tool,"In one word, Yes/No: Do spanners have smooth scales ?","

No"
14313,Spanner,have_slender_body,1,tool,"In one word, Yes/No: Do spanners have a slender body ?","

Do spanners have a slender body?

Yes"
14314,Spanner,have_smooth_skin,0,tool,"In one word, Yes/No: Do spanners have a smooth skin ?","

No"
14315,Spanner,have_snow_blade,1,tool,"In one word, Yes/No: Do spanners have a snow blade ?","

Yes"
14316,Spanner,have_spikes,1,tool,"In one word, Yes/No: Do spanners have spikes ?","

Yes"
14317,Spanner,have_sticky_tongue,1,tool,"In one word, Yes/No: Do spanners have a sticky tongue ?","

Yes"
14318,Spanner,have_straight_blade,1,tool,"In one word, Yes/No: Do spanners have a straight blade ?","

Yes"
14319,Spanner,have_square_hole,0,tool,"In one word, Yes/No: Do spanners have a square hole ?","

No"
14320,Spanner,have_straight_handle,1,tool,"In one word, Yes/No: Do spanners have a straight handle ?","

Yes"
14321,Spanner,have_socket,0,tool,"In one word, Yes/No: Do spanners have a socket ?","

Do spanners have a socket?"
14322,Spanner,have_spout,1,tool,"In one word, Yes/No: Do spanners have a spout ?","

Do spanners have a spout? Yes."
14323,Spanner,have_strong_jaw,1,tool,"In one word, Yes/No: Do spanners have a strong jaw ?","

Do spanners have a strong jaw?

Yes"
14324,Spanner,have_synthetic_bristled_head,0,tool,"In one word, Yes/No: Do spanners have a synthetic bristled head ?","

Do spanners have a synthetic bristled head?"
14325,Spanner,have_synthetic_bristles,1,tool,"In one word, Yes/No: Do spanners have synthetic bristles ?","

Yes"
14326,Spanner,have_stubby_legs,0,tool,"In one word, Yes/No: Do spanners have stubby legs ?","

No"
14327,Spanner,have_surface,0,tool,"In one word, Yes/No: Do spanners have a surface ?","

Do spanners have a surface?"
14328,Spanner,have_tail,1,tool,"In one word, Yes/No: Do spanners have a tail ?","

Do spanners have tails?

Yes"
14329,Spanner,have_stocky_legs,0,tool,"In one word, Yes/No: Do spanners have stocky legs ?","

Do spanners have stocky legs?

Do spanners have stocky legs?

No"
